Run,UnixTime_midRun,runduration,Activity_mBq_per_m3,Uncertainty_mBq_per_m3,A_fit_T_cont,SE_A_fit_T_const, A_stat, SE_A_stat, Chi2,Ndf,Prob,TotEntry,mean_alpha_range,SE_mean_alpha_range
2873,1753737076,42622.000,114.497436526,2.428345490,115.028833948,2.345730573,114.365015713,2.263877165,58.647365544,47,0.118627733,2552,242.5979486298,1.3220042814
2874,1753778123,38077.600,110.564381655,2.481108596,110.901977901,2.435058059,111.109325682,2.360824191,51.181629098,47,0.312961640,2215,240.5437390715,1.4876373082
2878,1753863345,43201.000,109.369458325,2.381981659,109.588171177,2.302353899,109.825740549,2.203577578,51.001372645,47,0.319211625,2484,241.8306636391,1.4078699358
2879,1753885201,491.800,163.951364453,23.299865257,136.813935884,28.808291795,132.049493983,22.646301387,25.343225565,47,0.995894045,34,231.6844303349,10.5160633209
2882,1753908451,43201.000,114.741113260,2.421443331,115.090237495,2.355421844,115.617677752,2.260936658,30.715682781,47,0.968175413,2615,241.5033463340,1.3134136560
2883,1753930570,1018.000,158.136921235,50.208520586,134.682633692,20.156964643,120.082174766,15.010271846,29.175297904,47,0.980783824,64,246.4763396541,8.8893141083
2884,1753942174,17078.200,112.177784468,3.814821393,112.320423138,3.730017179,113.631296381,3.564930828,50.462326895,47,0.338295020,1016,244.3655796341,2.1809115631
2900,1753993326,38094.000,113.600836029,2.467841450,113.505639657,2.442874246,113.217538578,2.382603306,62.624605251,47,0.063218521,2258,244.2244454326,1.4271850354
2901,1754015503,4282.000,110.278321699,7.546427220,111.172131627,7.351825757,111.962711393,7.067023679,50.476035291,47,0.337802574,251,243.8859559887,4.1994878324
2903,1754048800,28111.000,107.262560497,2.804154801,107.195059184,2.762966181,106.608785811,2.691420310,56.152787544,47,0.169364857,1569,242.9989995217,1.7928736219
2906,1754085676,43201.000,96.113549178,2.199758516,95.495677865,2.158085928,95.942776566,2.059597784,39.910043614,47,0.758638485,2170,247.7523223359,1.4862495743
2907,1754128333,42096.100,89.316303041,2.169135426,89.478678528,2.109785654,89.976107387,2.020532514,50.947809209,47,0.321081706,1983,246.4745546284,1.5485327743
2910,1754172143,43201.000,77.180370034,2.029788869,78.623589692,1.944276649,79.009097569,1.869023772,31.470819004,47,0.960084454,1787,243.8819534405,1.6581486943
2914,1754252484,43201.000,68.838387358,1.893348578,68.945749431,1.838442050,69.547459695,1.753544979,58.185913057,47,0.126997972,1573,250.7622599412,1.7533223310
2915,1754295694,43201.000,71.513199152,1.913879210,70.956578327,1.870402591,71.271776878,1.775150044,48.002954225,47,0.431943009,1612,246.4689461203,1.7302020872
2916,1754324048,13484.800,65.746665702,3.438011057,66.939059659,3.285771530,68.272982805,3.109749153,56.431494868,47,0.163010540,482,236.4873799469,3.5051901585
2919,1754353553,43201.000,63.612687539,1.861778320,63.603651487,1.785631881,64.286081626,1.685911419,55.450767536,47,0.186163414,1454,246.4544050970,1.8966293917
2920,1754376750,3172.000,88.122375438,14.788157388,84.559002110,8.562156286,76.474543106,6.786018363,21.971586109,47,0.999313148,127,244.8162714361,6.3632942717
2921,1754392186,25116.900,70.254871533,2.445425051,70.492381466,2.384977553,70.343187672,2.312869763,44.475296984,47,0.577724566,925,245.6679341979,2.3760723168
2924,1754427605,43201.000,71.004649396,1.928078636,71.155911858,1.854681340,71.139137095,1.773497460,58.945600723,47,0.113451587,1609,245.7696842908,1.7892150277
2925,1754450009,1588.000,59.422899634,8.161855847,58.462410595,8.189334236,55.329109729,8.157832171,35.214807945,47,0.897034613,46,240.9619306090,10.1744473918
2926,1754461821,20101.000,71.029124386,2.584990949,71.274482598,2.662812365,70.317011510,2.584904752,45.765003746,47,0.523735713,740,250.7031897662,2.5341777713
2942,1754515587,40401.000,68.192397181,1.887611474,68.510969809,1.845018266,68.268667641,1.796543885,32.093017377,47,0.952352364,1444,245.4683235257,1.8738026328
2945,1754560084,43201.000,77.584908824,1.978247108,78.169964683,1.918811159,77.992192564,1.856956966,49.167651719,47,0.386367305,1764,249.2019227026,1.6636661950
2948,1754604428,43201.000,76.136151540,1.953926165,75.195960323,1.937479611,75.781529509,1.830450368,54.703557950,47,0.205305220,1714,252.3296997862,1.7097056727
2949,1754647639,43201.000,71.294365606,1.913907387,71.967238987,1.858182474,72.421321666,1.789408507,46.475400397,47,0.494182292,1638,248.6160618541,1.7312344004
2952,1754690094,39377.000,70.479963588,1.970762729,70.694261092,1.920143900,70.723093193,1.852176992,61.479111689,47,0.076353205,1458,247.7156564774,1.8539139636
2953,1754732181,43201.000,72.344562446,1.877987741,72.011985675,1.850422891,71.934975794,1.783389993,44.542779728,47,0.574901075,1627,250.3301971787,1.7718216941
2956,1754776497,43201.000,77.269745131,1.999301484,77.691210545,1.940030464,78.213258869,1.859586845,25.471339574,47,0.995643668,1769,251.5825257831,1.6505614369
2957,1754819403,42593.100,76.304229489,1.897934908,76.353586078,1.870894709,75.383242175,1.838615663,44.469411391,47,0.577970769,1681,249.3254718259,1.7774881858
2960,1754863416,43201.000,72.947892316,1.909572534,74.080057798,1.852273613,73.791932760,1.806261883,41.103100650,47,0.714344449,1669,249.4654280214,1.7469806385
2961,1754906626,43201.000,80.900852870,1.967922386,80.802923864,1.942516039,80.512348446,1.886720298,56.147417250,47,0.169489042,1821,251.0541499276,1.6817229685
2964,1754948833,38907.000,87.799634353,2.145750439,87.280854453,2.123384434,86.648951809,2.062485759,41.607389333,47,0.694804950,1765,249.2552304650,1.7228164462
2965,1754981558,24725.500,87.247443436,2.854356050,87.330955106,2.753638296,88.220064285,2.610563839,53.153747712,47,0.249183212,1142,252.1351250157,2.0730885247
2980,1755037511,43201.000,91.329882593,2.178437342,91.259383985,2.116091167,91.919369807,2.015950172,46.134390386,47,0.508336817,2079,246.8739142059,1.5970316020
2981,1755080722,43201.000,98.734825103,2.193976013,98.473977877,2.163502474,98.728212015,2.089281268,81.545041603,47,0.001323308,2233,247.8776492884,1.5076401392
2982,1755102353,44.600,-34.107466853,102.487336556,-31.405330948,90.041286993,85.652784411,60.565664685,11.736178817,47,0.999999966,2,209.5218028498,10.2459346785
2985,1755122226,37389.000,95.158469199,2.396678638,94.460283364,2.329899801,95.275521605,2.206184947,37.717456828,47,0.831184430,1865,249.9821723571,1.6396200120
2986,1755163405,43201.000,95.579618201,2.180712577,96.131556548,2.133513164,96.517548961,2.065757874,54.929026354,47,0.199391353,2183,249.1620781720,1.5281069429
2989,1755207754,43201.000,93.913938331,2.181081860,93.931942297,2.132795490,94.527952211,2.044355407,47.794630918,47,0.440288804,2138,246.4577457704,1.5524261504
2990,1755250964,43201.000,96.933254839,2.194237856,97.229298297,2.136193671,96.871255049,2.069539584,67.009317765,47,0.029111820,2191,247.8205954292,1.5386323023
2993,1755293675,39945.000,92.251880761,2.224311089,91.448112848,2.077194108,90.231010973,2.077159629,58.890114782,47,0.114400910,1887,248.3333235203,1.6246395286
2994,1755336281,43201.000,95.202097516,2.179757466,95.059181760,2.136784386,95.368004172,2.053419214,49.885057226,47,0.359356948,2157,248.1052873540,1.5100034024
2995,1755357894,8.600,433.094340712,90960.269894861,433.094340712,13703386.622273097,444.199323807,314.096354062,2029.227770432,47,0.000000000,2,259.5155651762,45.9367364804
2998,1755380665,43201.000,94.465361954,2.120883440,94.513260313,2.079206029,93.334194162,2.031405694,35.335272809,47,0.894308607,2111,248.4775484182,1.5513524011
2999,1755423877,43201.000,98.060814368,2.178656120,98.621788615,2.123507025,98.020799838,2.081782701,36.313889856,47,0.870486284,2217,248.7587441942,1.5262465827
3002,1755466623,40045.000,93.800799344,2.217790533,94.473982178,2.163277177,94.012299390,2.117587491,63.690525189,47,0.052755961,1971,250.7716919723,1.6082587589
3003,1755499555,24558.600,97.155309301,2.997681758,96.030859823,2.858044595,95.430523415,2.724363320,50.677881365,47,0.330594325,1227,248.0811887258,1.9982178536
3019,1755554141,37621.000,118.287435920,2.571334664,118.075720684,2.515332945,117.179547837,2.439124203,47.966012103,47,0.433419113,2308,249.2400343026,1.4805232855
3020,1755595316,40875.800,161.465862450,2.953386516,161.669350364,2.844350162,160.418291461,2.737896237,47.220426871,47,0.463546234,3433,244.8924527014,1.2011093301
3023,1755638369,42820.000,150.815568190,2.750824663,151.226489243,2.688195168,151.350390341,2.598313893,43.061057765,47,0.636413503,3393,245.9333935177,1.2202129719
3024,1755638369,42820.000,-0.002230333,0.000000000,-0.002230333,37.346822813,0.000000000,0.000000000,0.000000000,47,1.000000000,0,0.0000000000,0.0000000000
